"Date","Open","High","Low","Close","Volume","Adj Close"
"2016-03-22",148.059998,149.279999,147.839996,148.100006,4081900,146.684428
"2016-03-21",147.300003,148.710007,146.720001,148.630005,3721600,147.209361
"2016-03-18",147.399994,147.509995,145.509995,147.089996,12089700,145.684072
"2016-03-17",144.779999,147.320007,144.449997,147.039993,5821600,145.634547
"2016-03-16",142.619995,144.880005,142.110001,144.789993,4221900,143.406053
"2016-03-15",141.740005,143.330002,141.539993,142.960007,3707500,141.593558
"2016-03-14",142.009995,143.190002,141.039993,142.779999,4048800,141.41527
"2016-03-11",141.729996,142.919998,140.509995,142.360001,4421900,140.999287
"2016-03-10",141.240005,141.470001,138.089996,140.190002,4020600,138.85003
"2016-03-09",139.309998,142.169998,139.229996,140.410004,4406500,139.067928
"2016-03-08",139.710007,140.350006,137.419998,139.070007,5579100,137.74074
"2016-03-07",137.279999,140.509995,136.869995,140.149994,5171000,138.810404
"2016-03-04",137.539993,139.419998,137.020004,137.800003,3968400,136.482875
"2016-03-03",137.220001,137.960007,136.070007,137.800003,5156400,136.482875
"2016-03-02",133.699997,137.440002,133.220001,136.300003,5217200,134.997212
"2016-03-01",132.240005,134.639999,132.029999,134.369995,3788500,133.085652
"2016-02-29",132,133.360001,130.899994,131.029999,4428000,129.77758
"2016-02-26",134.509995,134.919998,131.949997,132.029999,4386200,130.768022
"2016-02-25",133.289993,134.509995,130.880005,134.5,4358300,133.214414
"2016-02-24",131.550003,133.490005,129.679993,132.800003,4122600,131.530666
"2016-02-23",133.139999,133.410004,132.009995,132.399994,3439700,131.13448
"2016-02-22",133.080002,134.309998,132.410004,133.770004,4457400,132.491396
"2016-02-19",132.360001,133.649994,130.839996,133.080002,5125300,131.807989
"2016-02-18",130,134,129.75,132.449997,9951600,131.184005
"2016-02-17",123.709999,126.57,123.25,126.099998,4821000,124.894702
"2016-02-16",121.830002,123.089996,121.339996,122.739998,4061400,121.566817
"2016-02-12",119.260002,121.050003,118.349998,121.040001,4936500,119.883069
"2016-02-11",118.779999,119.660004,116.900002,117.849998,7307600,116.723557
"2016-02-10",125,125.290001,119.839996,120.190002,6469100,119.041195
"2016-02-09",126.120003,126.93,123.769997,124.07,5957200,122.884106
"2016-02-08",126,127.510002,124.129997,126.980003,7364000,125.766295
"2016-02-05",127.220001,128.639999,125.849998,128.570007,7177700,126.053525
"2016-02-04",125.080002,128.5,125,127.650002,5266500,125.151527
"2016-02-03",123.989998,125.449997,122.290001,124.720001,6223500,122.278875
"2016-02-02",123.669998,124.139999,122.639999,122.940002,3287300,120.533716
"2016-02-01",124.400002,125.290001,123.709999,124.830002,3574900,122.386722
"2016-01-29",123.279999,124.790001,122.959999,124.790001,8248100,122.347504
"2016-01-28",121.260002,122.830002,121.010002,122.220001,3942500,119.827807
"2016-01-27",122.730003,123.370003,120.650002,120.959999,5026400,118.592467
"2016-01-26",122.25,123.610001,122.239998,122.589996,4617800,120.19056
"2016-01-25",122.099998,124.230003,121.639999,122.080002,5446000,119.690548
"2016-01-22",124.669998,124.739998,121.769997,122.5,9238400,120.102325
"2016-01-21",121.300003,125.099998,120.580002,122.910004,8851600,120.504304
"2016-01-20",118.459999,123.989998,118,121.860001,16157800,119.474853
"2016-01-19",130.110001,132.100006,128.059998,128.110001,9979600,125.602522
"2016-01-15",130.009995,130.880005,128.869995,130.029999,9008500,127.484941
"2016-01-14",131.929993,133.789993,131.220001,132.910004,5709600,130.308576
"2016-01-13",133.5,134.279999,131.100006,131.169998,4700100,128.602627
"2016-01-12",133.649994,133.779999,131.130005,132.899994,5078700,130.298762
"2016-01-11",131.809998,133.820007,131.759995,133.229996,4974400,130.622304
"2016-01-08",133.179993,133.820007,131.320007,131.630005,4762700,129.05363
"2016-01-07",133.699997,135.020004,132.429993,132.860001,7025800,130.259551
"2016-01-06",134.380005,135.580002,133.619995,135.169998,4310900,132.524336
"2016-01-05",136.759995,136.889999,134.850006,135.850006,3924800,133.191034
"2016-01-04",135.600006,135.970001,134.240005,135.949997,5229400,133.289068
"2015-12-31",139.070007,139.100006,137.570007,137.619995,3462100,134.926379
"2015-12-30",139.580002,140.440002,139.220001,139.339996,2989400,136.612715
"2015-12-29",138.25,140.059998,138.199997,139.779999,3943700,137.044105
"2015-12-28",137.740005,138.039993,136.539993,137.610001,3143400,134.91658
"2015-12-24",138.429993,138.880005,138.110001,138.25,1495200,135.544053
"2015-12-23",138.300003,139.309998,138.110001,138.539993,5164900,135.82837
"2015-12-22",135.880005,138.190002,135.649994,137.929993,4263800,135.230309
"2015-12-21",135.830002,135.830002,134.020004,135.5,5617500,132.847878
"2015-12-18",136.410004,136.960007,134.270004,134.899994,10026100,132.259616
"2015-12-17",139.350006,139.5,136.309998,136.75,4089500,134.073412
"2015-12-16",139.119995,139.649994,137.789993,139.289993,4345500,136.563691
"2015-12-14",135.309998,136.139999,134.020004,135.929993,5143800,133.269455
"2015-12-11",135.229996,135.440002,133.910004,134.570007,5333800,131.936088
"2015-12-10",137.029999,137.850006,135.720001,136.779999,4222300,134.102824
"2015-12-09",137.380005,139.839996,136.229996,136.610001,4615000,133.936153
"2015-12-08",138.279999,139.059998,137.529999,138.050003,3905200,135.34797
"2015-12-07",140.160004,140.410004,138.809998,139.550003,3279400,136.818611
"2015-12-04",138.089996,141.020004,137.990005,140.429993,4571600,137.681377
"2015-12-03",140.100006,140.729996,138.190002,138.919998,5909600,136.200937
"2015-12-02",140.929993,141.210007,139.5,139.699997,3725400,136.965669
"2015-12-01",139.580002,141.399994,139.580002,141.279999,4195100,138.514746
"2015-11-30",138.610001,139.899994,138.520004,139.419998,4545600,136.691151
"2015-11-27",138,138.809998,137.210007,138.460007,1415800,135.749949
"2015-11-25",138.369995,138.429993,137.380005,138,3238200,135.298946
"2015-11-24",137.649994,139.339996,137.309998,138.600006,3407700,135.887208
"2015-11-23",138.529999,138.869995,137.119995,138.460007,5137900,135.749949
"2015-11-20",137.369995,138.919998,137.25,138.5,5176400,135.78916
"2015-11-19",136.210007,137.740005,136.009995,136.740005,4753600,134.063613
"2015-11-18",134.789993,135.910004,134.259995,135.820007,4149200,133.161622
"2015-11-17",134.220001,134.820007,133.309998,133.820007,2815100,131.200768
"2015-11-16",131.789993,134.089996,131.789993,133.710007,4190800,131.09292
"2015-11-13",132.949997,133,131.649994,131.75,4613800,129.171276
"2015-11-12",134.699997,134.699997,133.009995,133.039993,4701400,130.436021
"2015-11-11",136.089996,136.199997,134.5,135.020004,3164800,132.377277
"2015-11-10",135.360001,135.740005,134.119995,135.470001,4520800,132.818467
"2015-11-09",137.919998,138.080002,134.880005,135.309998,8075600,132.661595
"2015-11-06",138.600006,139.550003,137.869995,138.25,4744900,135.544053
"2015-11-05",141.610001,142.380005,139.630005,139.889999,5096900,135.8774
"2015-11-04",142.550003,142.649994,141.300003,141.630005,3516900,137.567495
"2015-11-03",140.020004,142.800003,139.899994,141.880005,4349400,137.810324
"2015-11-02",140.5,140.520004,139.570007,140.369995,3822200,136.343628
"2015-10-30",140.440002,141.330002,139.899994,140.080002,3984000,136.061953
"2015-10-29",140.360001,140.820007,139.020004,140.550003,3710400,136.518472
"2015-10-28",137.919998,141.229996,137.5,140.830002,8511400,136.79044
"2015-10-27",143.509995,143.830002,137.330002,137.860001,15008500,133.90563
"2015-10-26",144.75,145,143.210007,143.660004,3489400,139.539266
"2015-10-23",144.610001,145.490005,143.699997,144.679993,5370400,140.529997
"2015-10-22",141.740005,145.070007,141.619995,144.089996,5583200,139.956925
"2015-10-21",140.25,142.660004,139.300003,140.919998,6990600,136.877855
"2015-10-20",142.490005,142.880005,140.270004,140.639999,16025600,136.605887
"2015-10-19",149.850006,149.970001,148.380005,149.220001,7954700,144.939781
"2015-10-16",150.449997,151.199997,149.259995,150.389999,3454000,146.076219
"2015-10-15",150.910004,151.240005,148.580002,150.089996,3476200,145.784821
"2015-10-14",149.600006,150.649994,149.020004,150.009995,3353000,145.707114
"2015-10-13",150.779999,150.779999,149.179993,149.619995,3915700,145.328301
"2015-10-12",152.399994,152.580002,150.850006,151.139999,3227600,146.804706
"2015-10-09",152.460007,153.149994,151.270004,152.389999,3531100,148.018851
"2015-10-07",150.039993,150.729996,148.860001,150.089996,2980800,145.784821
"2015-10-06",149.059998,150.149994,148.490005,148.779999,3018100,144.512399
"2015-10-05",145.820007,149.889999,145.820007,149.039993,5131800,144.764936
"2015-10-02",141.050003,144.589996,140.559998,144.580002,3054400,140.432875
"2015-10-01",145.309998,145.669998,141.589996,143.589996,3880900,139.471267
"2015-09-30",143.690002,145.710007,143.660004,144.970001,3946200,140.811687
"2015-09-29",141.990005,142.660004,141.149994,142.470001,4763500,138.383397
"2015-09-28",144.419998,145.380005,142.470001,142.520004,4317300,138.431966
"2015-09-25",145.550003,146.270004,144.529999,145.419998,3474400,141.248777
"2015-09-24",142.600006,145.070007,141.949997,144.410004,3280300,140.267753
"2015-09-23",144.210007,144.570007,142.75,143.660004,2674200,139.539266
"2015-09-22",144.619995,145.059998,143.770004,144.429993,3564100,140.287168
"2015-09-21",145.389999,146.979996,144.919998,146.479996,3825000,142.278369
"2015-09-18",146.050003,146.389999,143.979996,144.509995,7975800,140.364876
"2015-09-17",148.100006,149.679993,147.300003,148.139999,4003000,143.890758
"2015-09-16",147.839996,148.889999,147.539993,148.410004,2799200,144.153017
"2015-09-15",146.600006,147.929993,145.759995,147.529999,2717100,143.298254
"2015-09-14",147.369995,147.369995,145.410004,145.649994,3226700,141.472175
"2015-09-11",145.910004,147.5,145.669998,147.369995,3115100,143.14284
"2015-09-10",145.850006,147.160004,144.509995,146.199997,3461700,142.006402
"2015-09-09",148.740005,149.039993,144.850006,145.050003,3407800,140.889395
"2015-09-08",145.860001,147.339996,145.660004,147.229996,3933300,143.006856
"2015-09-04",144.570007,145.399994,143.320007,143.699997,4201100,139.578112
"2015-09-03",146.050003,148.029999,145.770004,146.779999,3603500,142.569767
"2015-09-02",144.740005,145.080002,143.179993,145.050003,4252000,140.889395
"2015-09-01",144.910004,144.979996,141.850006,142.679993,5272000,138.587365
"2015-08-31",147.380005,148.399994,146.259995,147.889999,4093100,143.647928
"2015-08-28",147.75,148.199997,147.179993,147.979996,4076300,143.735343
"2015-08-27",148.5,148.970001,145.660004,148.539993,4976600,144.279278
"2015-08-26",144.089996,146.979996,142.139999,146.699997,6221800,142.49206
"2015-08-25",146.940002,147.110001,140.619995,140.960007,7073200,136.916715
"2015-08-24",143.470001,147.759995,143,143.470001,10189700,139.354713
"2015-08-21",151.5,153.190002,148.699997,148.850006,7362100,144.580398
"2015-08-20",152.740005,153.910004,152.5,152.660004,4011500,148.28111
"2015-08-19",155.149994,155.669998,153.410004,153.940002,4206400,149.524394
"2015-08-18",155.509995,156.520004,155.25,156.009995,2018300,151.53501
"2015-08-17",155.199997,156.690002,154.699997,156.309998,2249600,151.826408
"2015-08-14",155,156.210007,154.580002,155.75,3226400,151.282473
"2015-08-13",156.059998,156.089996,154.320007,155.070007,2533400,150.621985
"2015-08-12",154.259995,156.520004,153.949997,156.160004,3560300,151.680716
"2015-08-11",155.960007,155.990005,154.860001,155.509995,3167100,151.049352
"2015-08-10",156.770004,157.470001,156.119995,156.75,4613400,152.253789
"2015-08-07",155.889999,156.25,154.339996,155.119995,3794900,150.670539
"2015-08-06",157.130005,157.539993,156.179993,156.320007,3004800,151.83613
"2015-08-05",159.100006,159.539993,157.479996,157.899994,3472800,152.108084
"2015-08-04",158.399994,158.820007,156.869995,157.600006,5260600,151.8191
"2015-08-03",161.699997,161.850006,157.899994,158.710007,4615700,152.888384
"2015-07-31",161.399994,162.059998,160.630005,161.990005,3580200,156.04807
"2015-07-30",160.5,161.399994,159.75,160.960007,1994700,155.055852
"2015-07-29",160,161.5,159.389999,161.089996,3378400,155.181074
"2015-07-28",159.910004,160.190002,158.5,160.050003,2721000,154.179229
"2015-07-27",159,160.179993,158.600006,159.070007,3706200,153.23518
"2015-07-24",161.289993,161.929993,159.410004,159.75,3778200,153.89023
"2015-07-23",160.270004,162.75,159.830002,161.729996,5034200,155.797598
"2015-07-22",162.729996,163.070007,159.699997,160.350006,7181800,154.468227
"2015-07-21",164.339996,166.350006,162.020004,163.070007,13752300,157.088456
"2015-07-20",172.789993,173.779999,172.139999,173.220001,7377800,166.86614
"2015-07-17",170.330002,172.520004,170.100006,172.509995,4356400,166.182177
"2015-07-16",169.470001,171.089996,169.160004,171,3529900,164.72757
"2015-07-15",168.479996,169.270004,168,168.529999,1998000,162.348171
"2015-07-14",169.429993,169.539993,168.240005,168.610001,3025300,162.425238
"2015-07-13",167.929993,169.889999,167.520004,169.380005,4229000,163.166998
"2015-07-10",165.660004,167.399994,165.520004,166.949997,4538300,160.826125
"2015-07-09",165.339996,165.509995,163.699997,163.850006,4199700,157.839844
"2015-07-08",164,164.940002,162.679993,163.160004,2776300,157.175152
"2015-07-07",164.940002,165.350006,162.229996,165,3549900,158.947655
"2015-07-06",163.830002,165.229996,163.520004,164.729996,3079800,158.687555
"2015-07-02",165.050003,165.320007,164.419998,165.089996,2852700,159.03435
"2015-07-01",163.970001,165.610001,163.600006,164.490005,3214500,158.456368
"2015-06-30",163.990005,164,162.119995,162.660004,3597300,156.693492
"2015-06-29",163.919998,165.350006,162.889999,162.970001,3314700,156.992119
"2015-06-26",166.229996,166.809998,165.229996,165.460007,8946000,159.390789
"2015-06-25",167.800003,168.130005,166.080002,166.080002,2408900,159.988042
"2015-06-24",168.710007,168.839996,166.830002,166.970001,3548100,160.845395
"2015-06-23",168.380005,169.970001,167.570007,168.619995,3701600,162.434866
"2015-06-22",167.649994,168.339996,167.199997,167.729996,2335800,161.577512
"2015-06-19",167.619995,168.419998,166.770004,166.990005,7074000,160.864666
"2015-06-18",167.050003,168.720001,167.050003,168.25,3330900,162.078442
"2015-06-17",167,167.850006,166.100006,167.169998,2863000,161.038056
"2015-06-16",166.330002,167.399994,165.910004,166.839996,3249800,160.720159
"2015-06-15",166.990005,166.990005,164.25,166.259995,4245700,160.161432
"2015-06-12",168.229996,168.300003,166.690002,166.990005,3065100,160.864666
"2015-06-11",169.259995,170.440002,168.539993,168.779999,3464000,162.589
"2015-06-10",166.490005,169.389999,166.059998,168.919998,4680500,162.723864
"2015-06-09",165.339996,166.020004,163.369995,165.679993,3395900,159.602705
"2015-06-08",167.169998,167.279999,165.020004,165.339996,3758700,159.27518
"2015-06-05",168.25,168.910004,167.199997,167.399994,3100500,161.259615
"2015-06-04",169.529999,170.600006,167.929993,168.380005,3079300,162.203679
"2015-06-03",170.5,171.559998,169.630005,169.919998,2131000,163.687184
"2015-06-02",169.660004,170.449997,168.429993,169.649994,2571400,163.427083
"2015-06-01",170.210007,171.039993,169.029999,170.179993,2985500,163.937641
"2015-05-29",171.350006,171.350006,169.649994,169.649994,4092000,163.427083
"2015-05-28",171.449997,171.839996,170.660004,171.710007,1731400,165.411533
"2015-05-27",171.160004,172.479996,170.490005,172,2764400,165.690889
"2015-05-26",172.110001,172.119995,169.130005,170.130005,3854200,163.889487
"2015-05-22",173.039993,173.389999,172.190002,172.220001,2849700,165.902821
"2015-05-21",173.320007,174.139999,173.039993,173.339996,2295600,166.981733
"2015-05-20",173.330002,174.440002,172.460007,173.759995,2300300,167.386325
"2015-05-19",172.970001,173.75,171.929993,173.479996,2523000,167.116597
"2015-05-18",173.440002,173.490005,172.300003,173.059998,1970600,166.712005
"2015-05-15",173.910004,174.410004,172.600006,173.259995,2916600,166.904666
"2015-05-14",173.5,174.399994,173.220001,174.050003,2439100,167.665696
"2015-05-13",171.240005,172.740005,170.75,172.279999,2457500,165.960617
"2015-05-12",170.550003,171.490005,168.839996,170.550003,2962400,164.294079
"2015-05-11",172.649994,172.990005,170.860001,171.119995,2661000,164.843164
"2015-05-08",172.940002,173.330002,172.240005,172.679993,3092600,166.345939
"2015-05-07",169.630005,171.979996,169.039993,170.990005,2472000,164.717942
"2015-05-06",172.899994,174.050003,168.860001,170.050003,3612600,163.81242
"2015-05-05",173.509995,174.229996,171.960007,173.080002,3593600,165.478961
"2015-05-04",174.470001,176.300003,173.699997,173.970001,4028000,166.329875
"2015-05-01",173.199997,174,172.419998,173.669998,3312100,166.043047
"2015-04-30",173.770004,174.279999,170.300003,171.289993,5062900,163.767563
"2015-04-29",173.399994,175.130005,172.800003,174.399994,4518400,166.740984
"2015-04-28",170.830002,174.690002,170.020004,173.919998,5816700,166.282068
"2015-04-27",170.889999,171.490005,170.300003,170.729996,3168600,163.232158
"2015-04-24",170.229996,170.850006,168.740005,169.779999,3888400,162.323882
"2015-04-23",165.229996,171.910004,165.139999,170.240005,8235600,162.763687
"2015-04-22",164.389999,166,162.889999,165.360001,4024800,158.097994
"2015-04-21",166.070007,167.380005,164.050003,164.259995,9683600,157.046296
"2015-04-20",162.100006,166.639999,161.899994,166.160004,9609200,158.862864
"2015-04-17",161.75,161.860001,160.029999,160.669998,4314400,153.613959
"2015-04-16",163.309998,163.979996,162.539993,163.130005,3136900,155.965931
"2015-04-15",162.630005,164.960007,162.5,164.130005,3498800,156.922015
"2015-04-14",162.419998,162.740005,160.789993,162.300003,2719300,155.17238
"2015-04-13",162.369995,164,162.360001,162.380005,3868900,155.248869
"2015-04-10",162.339996,163.330002,161.25,162.860001,2515700,155.707785
"2015-04-09",161.699997,162.470001,160.720001,162.339996,2263500,155.210617
"2015-04-08",161.720001,163.550003,161.009995,161.850006,2524300,154.742145
"2015-04-07",161.669998,163.839996,161.619995,162.070007,3148000,154.952485
"2015-04-06",159.690002,162.800003,158.699997,162.039993,3465700,154.923789
"2015-04-02",159.520004,162.539993,158.889999,160.449997,4671600,153.40362
"2015-04-01",160.229996,160.619995,158.389999,159.179993,3700800,152.189389
"2015-03-31",161.080002,162.330002,160.399994,160.5,4255400,153.451427
"2015-03-30",161.309998,163.600006,161.25,162.669998,4138000,155.526126
"2015-03-27",160.789993,160.899994,159.229996,160.399994,3477900,153.355812
"2015-03-26",159.270004,161.25,158.910004,160.589996,4396000,153.537471
"2015-03-25",163.080002,163.080002,159.199997,159.199997,5428900,152.208515
"2015-03-24",164.789993,164.889999,162.899994,163,4346100,155.841636
"2015-03-23",162.770004,165.350006,162.729996,164.630005,5930100,157.400057
"2015-03-20",160.949997,163,160.350006,162.880005,9006400,155.72691
"2015-03-19",159.699997,160.919998,158.809998,159.809998,3878600,152.791727
"2015-03-18",156.850006,160.699997,155.800003,159.809998,5738800,152.791727
"2015-03-17",156.199997,157.289993,155.369995,156.960007,3311700,150.066897
"2015-03-16",155.050003,157.089996,154.800003,157.080002,3749600,150.181622
"2015-03-13",157.460007,157.520004,153.399994,154.279999,6064100,147.504585
"2015-03-12",156.270004,158.720001,156.270004,157.979996,4567300,151.042092
"2015-03-11",158.570007,159.139999,155.940002,156.800003,5709900,149.91392
"2015-03-10",159.600006,160.229996,157.809998,157.809998,4601000,150.879559
"2015-03-09",158.199997,161.149994,158.199997,160.770004,5193900,153.709573
"2015-03-06",160.190002,161.440002,158.059998,158.5,4540200,151.539259
"2015-03-05",159.860001,161.5,159.699997,161.179993,3791700,154.101557
"2015-03-04",160.539993,160.559998,158.720001,159.419998,3633600,152.418855
"2015-03-03",160.270004,161.75,160,161.029999,3234400,153.95815
"2015-03-02",161.940002,161.940002,159.809998,160.479996,5917900,153.432301
"2015-02-27",160.869995,162.289993,160.160004,161.940002,4410000,154.828189
"2015-02-26",163.740005,164.139999,159.770004,160.869995,7110800,153.805173
"2015-02-25",164.940002,164.960007,162.580002,162.809998,4004600,155.659978
"2015-02-24",162.490005,164.990005,161.509995,164.830002,4701600,157.591271
"2015-02-23",164.229996,164.399994,162.5,162.910004,2714400,155.755592
"2015-02-20",163.639999,164.339996,162.089996,163.649994,3353000,156.463084
"2015-02-19",162.050003,164.490005,161.440002,163.889999,3504400,156.69255
"2015-02-18",161.860001,162.470001,160.639999,162.190002,4358400,155.06721
"2015-02-17",159.75,161.410004,159.729996,160.960007,2894500,153.891232
"2015-02-12",158.720001,159.5,158.089996,158.520004,3333100,151.558385
"2015-02-11",157.759995,159.089996,157.169998,158.199997,3626700,151.252431
"2015-02-10",156.740005,158.559998,155.080002,158.559998,4440600,151.596622
"2015-02-09",156,157.5,155.399994,155.75,3057700,148.910029
"2015-02-06",157.339996,158.080002,156.229996,156.720001,3225000,149.837432
"2015-02-05",157.289993,158.589996,157.149994,157.910004,5253600,149.923486
"2015-02-04",157.210007,158.710007,156.699997,156.960007,3678500,149.021536
"2015-02-03",154.75,158.600006,154.75,158.470001,5539400,150.455161
"2015-02-02",154,154.660004,151.509995,154.660004,4712200,146.837859
"2015-01-30",153.910004,155.240005,153.039993,153.309998,6563600,145.556132
"2015-01-29",151.380005,155.580002,149.520004,155.479996,8320800,147.616379
"2015-01-28",154,154.529999,151.550003,151.550003,4495900,143.885151
"2015-01-27",154.940002,155.089996,152.589996,153.669998,5659600,145.897925
"2015-01-26",158.259995,159.460007,155.770004,156.360001,7888100,148.451876
"2015-01-23",155.029999,157.600006,154.889999,155.869995,4834800,147.986654
"2015-01-22",151.940002,155.720001,151.759995,155.389999,6120100,147.530934
"2015-01-21",153.029999,154.5,151.070007,152.089996,11897100,144.397834
"2015-01-20",156.699997,157.330002,154.029999,156.949997,8392800,149.012033
"2015-01-16",153.820007,157.630005,153.820007,157.139999,5756000,149.192426
"2015-01-15",156.690002,156.970001,154.160004,154.570007,4248400,146.752415
"2015-01-14",154.860001,156.490005,153.740005,155.800003,4690300,147.920202
"2015-01-13",157.259995,159.970001,155.679993,156.809998,4377500,148.879114
"2015-01-12",159,159.25,155.759995,156.440002,4182800,148.527832
"2015-01-09",158.419998,160.339996,157.25,159.110001,4484800,151.062791
"2015-01-08",156.240005,159.039993,155.550003,158.419998,4236800,150.407687
"2015-01-07",157.199997,157.199997,154.029999,155.050003,4701800,147.208134
"2015-01-06",159.669998,159.960007,155.169998,156.070007,6146700,148.17655
"2015-01-05",161.270004,161.270004,159.190002,159.509995,4880400,151.442555
"2015-01-02",161.309998,163.309998,161,162.059998,5525500,153.863588
"2014-12-31",160.410004,161.5,160.380005,160.440002,4011900,152.325526
"2014-12-30",160.020004,160.820007,159.789993,160.050003,2829900,151.955252
"2014-12-29",162,162.339996,159.449997,160.509995,3331800,152.391979
"2014-12-26",162.270004,163.089996,162.009995,162.339996,1912200,154.129426
"2014-12-24",162.880005,162.990005,161.610001,161.820007,1868100,153.635736
"2014-12-23",162.229996,162.899994,161.610001,162.240005,4043300,154.034492
"2014-12-22",158.330002,161.910004,158.330002,161.440002,4682500,153.27495
"2014-12-19",157.490005,160.410004,157.490005,158.509995,8864900,150.493131
"2014-12-18",153.580002,157.679993,153.300003,157.679993,7302400,149.705108
"2014-12-17",151.520004,153.309998,151.110001,151.929993,5131000,144.245922
"2014-12-16",152.029999,154.889999,150.5,151.410004,6782600,143.752232
"2014-12-15",155.929993,156.740005,152.839996,153.059998,6500300,145.318776
"2014-12-12",160.25,160.5,155.330002,155.380005,8611700,147.521445
"2014-12-11",160.820007,162.929993,160.520004,161.070007,3989600,152.923668
"2014-12-10",163.009995,163.330002,160.029999,160.509995,4072800,152.391979
"2014-12-09",160.839996,163.020004,160.800003,162.990005,3861200,154.74656
"2014-12-08",163.289993,163.289993,161.539993,161.860001,2851000,153.673706
"2014-12-05",163.610001,164.5,162.910004,163.270004,3013500,155.012397
"2014-12-04",164.009995,164.5,163.009995,164.050003,3859400,155.752946
"2014-12-03",162.470001,164.520004,162,164.520004,6429100,156.199177
"2014-12-02",162.470001,162.729996,161.639999,162.669998,3464100,154.442737
"2014-12-01",161.639999,163.320007,161.350006,161.539993,4168400,153.369884
"2014-11-28",162.75,163.369995,161.440002,162.169998,2405500,153.968025
"2014-11-26",161.929993,162.100006,161.009995,161.949997,3966000,153.759151
"2014-11-25",162.649994,163.5,161.559998,161.759995,4062300,153.578758
"2014-11-24",161.539993,163.860001,161.059998,162.149994,6618500,153.949033
"2014-11-21",161.830002,161.949997,160.75,160.919998,4076900,152.781246
"2014-11-20",160.949997,161.5,159.800003,160.639999,4182200,152.515408
"2014-11-19",162.050003,162.100006,160.960007,161.429993,3802200,153.265447
"2014-11-18",164.729996,164.75,161.889999,161.889999,5410100,153.702188
"2014-11-17",164.160004,164.970001,163.720001,164.160004,4798900,155.857383
"2014-11-14",162.100006,164.490005,161.690002,164.160004,4976700,155.857383
"2014-11-13",162,162.800003,161.800003,162.789993,3239500,154.556663
"2014-11-12",162.279999,163,161.759995,161.919998,3377600,153.730669
"2014-11-11",163.699997,163.899994,162.600006,163.300003,3534400,155.040879
"2014-11-10",161.899994,164.470001,161.610001,163.490005,4958200,155.221271
"2014-11-07",161.419998,162.210007,160.850006,162.070007,3494800,153.873092
"2014-11-06",161.279999,161.529999,160.050003,161.460007,4067600,153.293943
"2014-11-05",163.130005,163.539993,161.559998,161.820007,4104700,152.59137
"2014-11-04",164.339996,164.360001,162.240005,162.649994,4246900,153.374022
"2014-11-03",164.25,164.539993,163.380005,164.360001,4688200,154.986507
"2014-10-31",165.479996,165.589996,163.619995,164.399994,5818000,155.024219
"2014-10-30",163.5,164.619995,163.020004,164.350006,3896000,154.977082
"2014-10-29",164.330002,164.619995,162.759995,163.460007,4739300,154.13784
"2014-10-28",162,163.600006,161.800003,163.600006,7895300,154.269855
"2014-10-27",162,162.910004,161.809998,161.869995,4989100,152.638507
"2014-10-24",162.080002,162.440002,161.449997,162.080002,6652100,152.836537
"2014-10-23",162.119995,162.830002,161.539993,162.179993,7599400,152.930825
"2014-10-22",162.410004,165.410004,161.100006,161.789993,11084800,152.563068
"2014-10-21",166.399994,166.679993,161.679993,163.229996,20949800,153.920947
"2014-10-20",166.850006,170.330002,166.690002,169.100006,23416500,159.456189
"2014-10-17",181.240005,182.839996,180.220001,182.050003,4350200,171.667644
